Expression	Value	Location	Type	
[3270]	2.86999988	0x20004790	float	
[3271]	2.86999988	0x20004794	float	
[3272]	2.86999988	0x20004798	float	
[3273]	2.86999988	0x2000479C	float	
[3274]	2.86999988	0x200047A0	float	
[3275]	2.86999988	0x200047A4	float	
[3276]	2.86999988	0x200047A8	float	
[3277]	2.86999988	0x200047AC	float	
[3278]	2.86999988	0x200047B0	float	
[3279]	2.86999988	0x200047B4	float	
[3280]	2.86999988	0x200047B8	float	
[3281]	2.86999988	0x200047BC	float	
[3282]	2.86999988	0x200047C0	float	
[3283]	2.86999988	0x200047C4	float	
[3284]	2.86999988	0x200047C8	float	
[3285]	2.86999988	0x200047CC	float	
[3286]	2.86999988	0x200047D0	float	
[3287]	2.86999988	0x200047D4	float	
[3288]	2.87999987	0x200047D8	float	
[3289]	2.87999987	0x200047DC	float	
[3290]	2.87999987	0x200047E0	float	
[3291]	2.87999987	0x200047E4	float	
[3292]	2.87999987	0x200047E8	float	
[3293]	2.87999987	0x200047EC	float	
[3294]	2.87999987	0x200047F0	float	
[3295]	2.87999987	0x200047F4	float	
[3296]	2.87999987	0x200047F8	float	
[3297]	2.87999987	0x200047FC	float	
[3298]	2.87999987	0x20004800	float	
[3299]	2.87999987	0x20004804	float	
[3300]	2.87999987	0x20004808	float	
[3301]	2.87999987	0x2000480C	float	
[3302]	2.87999987	0x20004810	float	
[3303]	2.87999987	0x20004814	float	
[3304]	2.87999987	0x20004818	float	
[3305]	2.87999987	0x2000481C	float	
[3306]	2.87999987	0x20004820	float	
[3307]	2.87999987	0x20004824	float	
[3308]	2.87999987	0x20004828	float	
[3309]	2.87999987	0x2000482C	float	
[3310]	2.87999987	0x20004830	float	
[3311]	2.87999987	0x20004834	float	
[3312]	2.87999987	0x20004838	float	
[3313]	2.87999987	0x2000483C	float	
[3314]	2.87999987	0x20004840	float	
[3315]	2.87999987	0x20004844	float	
[3316]	2.87999987	0x20004848	float	
[3317]	2.87999987	0x2000484C	float	
[3318]	2.87999987	0x20004850	float	
[3319]	2.87999987	0x20004854	float	
[3320]	2.87999987	0x20004858	float	
[3321]	2.87999987	0x2000485C	float	
[3322]	2.87999987	0x20004860	float	
[3323]	2.87999987	0x20004864	float	
[3324]	2.87999987	0x20004868	float	
[3325]	2.87999987	0x2000486C	float	
[3326]	2.87999987	0x20004870	float	
[3327]	2.87999987	0x20004874	float	
[3328]	2.87999987	0x20004878	float	
[3329]	2.87999987	0x2000487C	float	
[3330]	2.87999987	0x20004880	float	
[3331]	2.87999987	0x20004884	float	
[3332]	2.88999986	0x20004888	float	
[3333]	2.88999986	0x2000488C	float	
[3334]	2.88999986	0x20004890	float	
[3335]	2.88999986	0x20004894	float	
[3336]	2.88999986	0x20004898	float	
[3337]	2.88999986	0x2000489C	float	
[3338]	2.88999986	0x200048A0	float	
[3339]	2.88999986	0x200048A4	float	
[3340]	2.88999986	0x200048A8	float	
[3341]	2.88999986	0x200048AC	float	
[3342]	2.88999986	0x200048B0	float	
[3343]	2.88999986	0x200048B4	float	
[3344]	2.88999986	0x200048B8	float	
[3345]	2.88999986	0x200048BC	float	
[3346]	2.88999986	0x200048C0	float	
[3347]	2.88999986	0x200048C4	float	
[3348]	2.88999986	0x200048C8	float	
[3349]	2.88999986	0x200048CC	float	
[3350]	2.88999986	0x200048D0	float	
[3351]	2.88999986	0x200048D4	float	
[3352]	2.88999986	0x200048D8	float	
[3353]	2.88999986	0x200048DC	float	
[3354]	2.88999986	0x200048E0	float	
[3355]	2.88999986	0x200048E4	float	
[3356]	2.88999986	0x200048E8	float	
[3357]	2.88999986	0x200048EC	float	
[3358]	2.88999986	0x200048F0	float	
[3359]	2.88999986	0x200048F4	float	
[3360]	2.88999986	0x200048F8	float	
[3361]	2.88999986	0x200048FC	float	
[3362]	2.88999986	0x20004900	float	
[3363]	2.88999986	0x20004904	float	
[3364]	2.88999986	0x20004908	float	
[3365]	2.88999986	0x2000490C	float	
[3366]	2.88999986	0x20004910	float	
[3367]	2.88999986	0x20004914	float	
[3368]	2.88999986	0x20004918	float	
[3369]	2.88999986	0x2000491C	float	
[3370]	2.88999986	0x20004920	float	
[3371]	2.88999986	0x20004924	float	
[3372]	2.88999986	0x20004928	float	
[3373]	2.88999986	0x2000492C	float	
[3374]	2.88999986	0x20004930	float	
[3375]	2.88999986	0x20004934	float	
[3376]	2.88999986	0x20004938	float	
[3377]	2.88999986	0x2000493C	float	
[3378]	2.88999986	0x20004940	float	
[3379]	2.88999986	0x20004944	float	
[3380]	2.88999986	0x20004948	float	
[3381]	2.88999986	0x2000494C	float	
[3382]	2.88999986	0x20004950	float	
[3383]	2.88999986	0x20004954	float	
[3384]	2.89999985	0x20004958	float	
[3385]	2.89999985	0x2000495C	float	
[3386]	2.89999985	0x20004960	float	
[3387]	2.89999985	0x20004964	float	
[3388]	2.89999985	0x20004968	float	
[3389]	2.89999985	0x2000496C	float	
[3390]	2.89999985	0x20004970	float	
[3391]	2.89999985	0x20004974	float	
[3392]	2.89999985	0x20004978	float	
[3393]	2.89999985	0x2000497C	float	
[3394]	2.89999985	0x20004980	float	
[3395]	2.89999985	0x20004984	float	
[3396]	2.89999985	0x20004988	float	
[3397]	2.89999985	0x2000498C	float	
[3398]	2.89999985	0x20004990	float	
[3399]	2.89999985	0x20004994	float	
[3400]	2.89999985	0x20004998	float	
[3401]	2.89999985	0x2000499C	float	
[3402]	2.89999985	0x200049A0	float	
[3403]	2.89999985	0x200049A4	float	
[3404]	2.89999985	0x200049A8	float	
[3405]	2.89999985	0x200049AC	float	
[3406]	2.89999985	0x200049B0	float	
[3407]	2.89999985	0x200049B4	float	
[3408]	2.89999985	0x200049B8	float	
[3409]	2.89999985	0x200049BC	float	
[3410]	2.89999985	0x200049C0	float	
[3411]	2.89999985	0x200049C4	float	
[3412]	2.89999985	0x200049C8	float	
[3413]	2.89999985	0x200049CC	float	
[3414]	2.89999985	0x200049D0	float	
[3415]	2.89999985	0x200049D4	float	
[3416]	2.89999985	0x200049D8	float	
[3417]	2.89999985	0x200049DC	float	
[3418]	2.89999985	0x200049E0	float	
[3419]	2.89999985	0x200049E4	float	
[3420]	2.89999985	0x200049E8	float	
[3421]	2.89999985	0x200049EC	float	
[3422]	2.89999985	0x200049F0	float	
[3423]	2.89999985	0x200049F4	float	
[3424]	2.89999985	0x200049F8	float	
[3425]	2.89999985	0x200049FC	float	
[3426]	2.89999985	0x20004A00	float	
[3427]	2.89999985	0x20004A04	float	
[3428]	2.89999985	0x20004A08	float	
[3429]	2.89999985	0x20004A0C	float	
[3430]	2.89999985	0x20004A10	float	
[3431]	2.89999985	0x20004A14	float	
[3432]	2.89999985	0x20004A18	float	
[3433]	2.89999985	0x20004A1C	float	
[3434]	2.89999985	0x20004A20	float	
[3435]	2.89999985	0x20004A24	float	
[3436]	2.89999985	0x20004A28	float	
[3437]	2.90999984	0x20004A2C	float	
[3438]	2.90999984	0x20004A30	float	
[3439]	2.90999984	0x20004A34	float	
[3440]	2.90999984	0x20004A38	float	
[3441]	2.90999984	0x20004A3C	float	
[3442]	2.90999984	0x20004A40	float	
[3443]	2.90999984	0x20004A44	float	
[3444]	2.90999984	0x20004A48	float	
[3445]	2.90999984	0x20004A4C	float	
[3446]	2.90999984	0x20004A50	float	
[3447]	2.90999984	0x20004A54	float	
[3448]	2.90999984	0x20004A58	float	
[3449]	2.90999984	0x20004A5C	float	
[3450]	2.90999984	0x20004A60	float	
[3451]	2.90999984	0x20004A64	float	
[3452]	2.90999984	0x20004A68	float	
[3453]	2.90999984	0x20004A6C	float	
[3454]	2.90999984	0x20004A70	float	
[3455]	2.90999984	0x20004A74	float	
[3456]	2.90999984	0x20004A78	float	
[3457]	2.90999984	0x20004A7C	float	
[3458]	2.90999984	0x20004A80	float	
[3459]	2.90999984	0x20004A84	float	
[3460]	2.90999984	0x20004A88	float	
[3461]	2.90999984	0x20004A8C	float	
[3462]	2.90999984	0x20004A90	float	
[3463]	2.90999984	0x20004A94	float	
[3464]	2.90999984	0x20004A98	float	
[3465]	2.90999984	0x20004A9C	float	
[3466]	2.90999984	0x20004AA0	float	
[3467]	2.90999984	0x20004AA4	float	
[3468]	2.90999984	0x20004AA8	float	
[3469]	2.90999984	0x20004AAC	float	
[3470]	2.90999984	0x20004AB0	float	
[3471]	2.90999984	0x20004AB4	float	
[3472]	2.90999984	0x20004AB8	float	
[3473]	2.90999984	0x20004ABC	float	
[3474]	2.90999984	0x20004AC0	float	
[3475]	2.90999984	0x20004AC4	float	
[3476]	2.90999984	0x20004AC8	float	
[3477]	2.90999984	0x20004ACC	float	
[3478]	2.90999984	0x20004AD0	float	
[3479]	2.90999984	0x20004AD4	float	
[3480]	2.90999984	0x20004AD8	float	
[3481]	2.90999984	0x20004ADC	float	
[3482]	2.90999984	0x20004AE0	float	
[3483]	2.90999984	0x20004AE4	float	
[3484]	2.90999984	0x20004AE8	float	
[3485]	2.90999984	0x20004AEC	float	
[3486]	2.90999984	0x20004AF0	float	
[3487]	2.90999984	0x20004AF4	float	
[3488]	2.90999984	0x20004AF8	float	
[3489]	2.90999984	0x20004AFC	float	
[3490]	2.90999984	0x20004B00	float	
[3491]	2.90999984	0x20004B04	float	
[3492]	2.90999984	0x20004B08	float	
[3493]	2.90999984	0x20004B0C	float	
[3494]	2.90999984	0x20004B10	float	
[3495]	2.90999984	0x20004B14	float	
[3496]	2.90999984	0x20004B18	float	
[3497]	2.90999984	0x20004B1C	float	
[3498]	2.90999984	0x20004B20	float	
[3499]	2.90999984	0x20004B24	float	
[3500]	2.90999984	0x20004B28	float	
[3501]	2.90999984	0x20004B2C	float	
[3502]	2.91999983	0x20004B30	float	
[3503]	2.91999983	0x20004B34	float	
[3504]	2.91999983	0x20004B38	float	
[3505]	2.91999983	0x20004B3C	float	
[3506]	2.91999983	0x20004B40	float	
[3507]	2.91999983	0x20004B44	float	
[3508]	2.91999983	0x20004B48	float	
[3509]	2.91999983	0x20004B4C	float	
[3510]	2.91999983	0x20004B50	float	
[3511]	2.91999983	0x20004B54	float	
[3512]	2.91999983	0x20004B58	float	
[3513]	2.91999983	0x20004B5C	float	
[3514]	2.91999983	0x20004B60	float	
[3515]	2.91999983	0x20004B64	float	
[3516]	2.91999983	0x20004B68	float	
[3517]	2.91999983	0x20004B6C	float	
[3518]	2.91999983	0x20004B70	float	
[3519]	2.91999983	0x20004B74	float	
[3520]	2.91999983	0x20004B78	float	
[3521]	2.91999983	0x20004B7C	float	
[3522]	2.91999983	0x20004B80	float	
[3523]	2.91999983	0x20004B84	float	
[3524]	2.91999983	0x20004B88	float	
[3525]	2.91999983	0x20004B8C	float	
[3526]	2.91999983	0x20004B90	float	
[3527]	2.91999983	0x20004B94	float	
[3528]	2.91999983	0x20004B98	float	
[3529]	2.91999983	0x20004B9C	float	
[3530]	2.91999983	0x20004BA0	float	
[3531]	2.91999983	0x20004BA4	float	
[3532]	2.91999983	0x20004BA8	float	
[3533]	2.91999983	0x20004BAC	float	
[3534]	2.91999983	0x20004BB0	float	
[3535]	2.91999983	0x20004BB4	float	
[3536]	2.91999983	0x20004BB8	float	
[3537]	2.91999983	0x20004BBC	float	
[3538]	2.91999983	0x20004BC0	float	
[3539]	2.91999983	0x20004BC4	float	
[3540]	2.91999983	0x20004BC8	float	
[3541]	2.91999983	0x20004BCC	float	
[3542]	2.91999983	0x20004BD0	float	
[3543]	2.91999983	0x20004BD4	float	
[3544]	2.91999983	0x20004BD8	float	
[3545]	2.91999983	0x20004BDC	float	
[3546]	2.91999983	0x20004BE0	float	
[3547]	2.91999983	0x20004BE4	float	
[3548]	2.91999983	0x20004BE8	float	
[3549]	2.91999983	0x20004BEC	float	
[3550]	2.91999983	0x20004BF0	float	
[3551]	2.91999983	0x20004BF4	float	
[3552]	2.91999983	0x20004BF8	float	
[3553]	2.91999983	0x20004BFC	float	
[3554]	2.91999983	0x20004C00	float	
[3555]	2.91999983	0x20004C04	float	
[3556]	2.91999983	0x20004C08	float	
[3557]	2.91999983	0x20004C0C	float	
[3558]	2.91999983	0x20004C10	float	
[3559]	2.91999983	0x20004C14	float	
[3560]	2.91999983	0x20004C18	float	
[3561]	2.91999983	0x20004C1C	float	
[3562]	2.91999983	0x20004C20	float	
[3563]	2.91999983	0x20004C24	float	
[3564]	2.91999983	0x20004C28	float	
[3565]	2.91999983	0x20004C2C	float	
[3566]	2.91999983	0x20004C30	float	
[3567]	2.91999983	0x20004C34	float	
[3568]	2.92999982	0x20004C38	float	
[3569]	2.92999982	0x20004C3C	float	
[3570]	2.92999982	0x20004C40	float	
[3571]	2.92999982	0x20004C44	float	
[3572]	2.92999982	0x20004C48	float	
[3573]	2.92999982	0x20004C4C	float	
[3574]	2.92999982	0x20004C50	float	
[3575]	2.92999982	0x20004C54	float	
[3576]	2.92999982	0x20004C58	float	
[3577]	2.92999982	0x20004C5C	float	
[3578]	2.92999982	0x20004C60	float	
[3579]	2.92999982	0x20004C64	float	
[3580]	2.92999982	0x20004C68	float	
[3581]	2.92999982	0x20004C6C	float	
[3582]	2.92999982	0x20004C70	float	
[3583]	2.92999982	0x20004C74	float	
[3584]	2.92999982	0x20004C78	float	
[3585]	2.92999982	0x20004C7C	float	
[3586]	2.92999982	0x20004C80	float	
[3587]	2.92999982	0x20004C84	float	
[3588]	2.92999982	0x20004C88	float	
[3589]	2.92999982	0x20004C8C	float	
[3590]	2.92999982	0x20004C90	float	
[3591]	2.92999982	0x20004C94	float	
[3592]	2.92999982	0x20004C98	float	
[3593]	2.92999982	0x20004C9C	float	
[3594]	2.92999982	0x20004CA0	float	
[3595]	2.92999982	0x20004CA4	float	
[3596]	2.92999982	0x20004CA8	float	
[3597]	2.92999982	0x20004CAC	float	
[3598]	2.92999982	0x20004CB0	float	
[3599]	2.92999982	0x20004CB4	float	
[3600]	2.92999982	0x20004CB8	float	
[3601]	2.92999982	0x20004CBC	float	
[3602]	2.92999982	0x20004CC0	float	
[3603]	2.92999982	0x20004CC4	float	
[3604]	2.92999982	0x20004CC8	float	
[3605]	2.92999982	0x20004CCC	float	
[3606]	2.92999982	0x20004CD0	float	
[3607]	2.92999982	0x20004CD4	float	
[3608]	2.92999982	0x20004CD8	float	
[3609]	2.92999982	0x20004CDC	float	
[3610]	2.92999982	0x20004CE0	float	
[3611]	2.92999982	0x20004CE4	float	
[3612]	2.92999982	0x20004CE8	float	
[3613]	2.92999982	0x20004CEC	float	
[3614]	2.92999982	0x20004CF0	float	
[3615]	2.92999982	0x20004CF4	float	
[3616]	2.92999982	0x20004CF8	float	
[3617]	2.92999982	0x20004CFC	float	
[3618]	2.92999982	0x20004D00	float	
[3619]	2.92999982	0x20004D04	float	
[3620]	2.92999982	0x20004D08	float	
[3621]	2.92999982	0x20004D0C	float	
[3622]	2.92999982	0x20004D10	float	
[3623]	2.92999982	0x20004D14	float	
[3624]	2.92999982	0x20004D18	float	
[3625]	2.92999982	0x20004D1C	float	
[3626]	2.92999982	0x20004D20	float	
[3627]	2.92999982	0x20004D24	float	
[3628]	2.92999982	0x20004D28	float	
[3629]	2.92999982	0x20004D2C	float	
[3630]	2.92999982	0x20004D30	float	
[3631]	2.92999982	0x20004D34	float	
[3632]	2.92999982	0x20004D38	float	
[3633]	2.93999981	0x20004D3C	float	
[3634]	0.0	0x20004D40	float	
[3635]	0.0	0x20004D44	float	
[3636]	0.0	0x20004D48	float	
[3637]	0.0	0x20004D4C	float	
[3638]	0.0	0x20004D50	float	
[3639]	0.0	0x20004D54	float	
[3640]	0.0	0x20004D58	float	
[3641]	0.0	0x20004D5C	float	
[3642]	0.0	0x20004D60	float	
[3643]	0.0	0x20004D64	float	
[3644]	0.0	0x20004D68	float	
[3645]	0.0	0x20004D6C	float	
[3646]	0.0	0x20004D70	float	
[3647]	0.0	0x20004D74	float	
[3648]	0.0	0x20004D78	float	
[3649]	0.0	0x20004D7C	float	
[3650]	0.0	0x20004D80	float	
[3651]	0.0	0x20004D84	float	
[3652]	0.0	0x20004D88	float	
[3653]	0.0	0x20004D8C	float	
[3654]	0.0	0x20004D90	float	
[3655]	0.0	0x20004D94	float	
[3656]	0.0	0x20004D98	float	
[3657]	0.0	0x20004D9C	float	
[3658]	0.0	0x20004DA0	float	
[3659]	0.0	0x20004DA4	float	
[3660]	0.0	0x20004DA8	float	
[3661]	0.0	0x20004DAC	float	
[3662]	0.0	0x20004DB0	float	
[3663]	0.0	0x20004DB4	float	
[3664]	0.0	0x20004DB8	float	
[3665]	0.0	0x20004DBC	float	
[3666]	0.0	0x20004DC0	float	
[3667]	0.0	0x20004DC4	float	
[3668]	0.0	0x20004DC8	float	
[3669]	0.0	0x20004DCC	float	
[3670]	0.0	0x20004DD0	float	
[3671]	0.0	0x20004DD4	float	
[3672]	0.0	0x20004DD8	float	
[3673]	0.0	0x20004DDC	float	
[3674]	0.0	0x20004DE0	float	
[3675]	0.0	0x20004DE4	float	
[3676]	0.0	0x20004DE8	float	
[3677]	0.0	0x20004DEC	float	
[3678]	0.0	0x20004DF0	float	
[3679]	0.0	0x20004DF4	float	
[3680]	0.0	0x20004DF8	float	
[3681]	0.0	0x20004DFC	float	
[3682]	0.0	0x20004E00	float	
[3683]	0.0	0x20004E04	float	
[3684]	0.0	0x20004E08	float	
[3685]	0.0	0x20004E0C	float	
[3686]	0.0	0x20004E10	float	
[3687]	0.0	0x20004E14	float	
[3688]	0.0	0x20004E18	float	
[3689]	0.0	0x20004E1C	float	
[3690]	0.0	0x20004E20	float	
[3691]	0.0	0x20004E24	float	
[3692]	0.0	0x20004E28	float	
[3693]	0.0	0x20004E2C	float	
[3694]	0.0	0x20004E30	float	
[3695]	0.0	0x20004E34	float	
[3696]	0.0	0x20004E38	float	
[3697]	0.0	0x20004E3C	float	
[3698]	0.0	0x20004E40	float	
[3699]	0.0	0x20004E44	float	
[3700]	0.0	0x20004E48	float	
[3701]	0.0	0x20004E4C	float	
[3702]	0.0	0x20004E50	float	
[3703]	0.0	0x20004E54	float	
[3704]	0.0	0x20004E58	float	
[3705]	0.0	0x20004E5C	float	
[3706]	0.0	0x20004E60	float	
[3707]	0.0	0x20004E64	float	
[3708]	0.0	0x20004E68	float	
[3709]	0.0	0x20004E6C	float	
[3710]	0.0	0x20004E70	float	
[3711]	0.0	0x20004E74	float	
[3712]	0.0	0x20004E78	float	
[3713]	0.0	0x20004E7C	float	
[3714]	0.0	0x20004E80	float	
[3715]	0.0	0x20004E84	float	
[3716]	0.0	0x20004E88	float	
[3717]	0.0	0x20004E8C	float	
[3718]	0.0	0x20004E90	float	
[3719]	0.0	0x20004E94	float	
[3720]	0.0	0x20004E98	float	
[3721]	0.0	0x20004E9C	float	
[3722]	0.0	0x20004EA0	float	
[3723]	0.0	0x20004EA4	float	
[3724]	0.0	0x20004EA8	float	
[3725]	0.0	0x20004EAC	float	
[3726]	0.0	0x20004EB0	float	
[3727]	0.0	0x20004EB4	float	
[3728]	0.0	0x20004EB8	float	
[3729]	0.0	0x20004EBC	float	
[3730]	0.0	0x20004EC0	float	
[3731]	0.0	0x20004EC4	float	
[3732]	0.0	0x20004EC8	float	
[3733]	0.0	0x20004ECC	float	
[3734]	0.0	0x20004ED0	float	
[3735]	0.0	0x20004ED4	float	
[3736]	0.0	0x20004ED8	float	
[3737]	0.0	0x20004EDC	float	
[3738]	0.0	0x20004EE0	float	
[3739]	0.0	0x20004EE4	float	
[3740]	0.0	0x20004EE8	float	
[3741]	0.0	0x20004EEC	float	
[3742]	0.0	0x20004EF0	float	
[3743]	0.0	0x20004EF4	float	
[3744]	0.0	0x20004EF8	float	
[3745]	0.0	0x20004EFC	float	
[3746]	0.0	0x20004F00	float	
[3747]	0.0	0x20004F04	float	
[3748]	0.0	0x20004F08	float	
[3749]	0.0	0x20004F0C	float	
[3750]	0.0	0x20004F10	float	
[3751]	0.0	0x20004F14	float	
[3752]	0.0	0x20004F18	float	
[3753]	0.0	0x20004F1C	float	
[3754]	0.0	0x20004F20	float	
[3755]	0.0	0x20004F24	float	
[3756]	0.0	0x20004F28	float	
[3757]	0.0	0x20004F2C	float	
[3758]	0.0	0x20004F30	float	
[3759]	0.0	0x20004F34	float	
[3760]	0.0	0x20004F38	float	
[3761]	0.0	0x20004F3C	float	
[3762]	0.0	0x20004F40	float	
[3763]	0.0	0x20004F44	float	
[3764]	0.0	0x20004F48	float	
[3765]	0.0	0x20004F4C	float	
[3766]	0.0	0x20004F50	float	
[3767]	0.0	0x20004F54	float	
[3768]	0.0	0x20004F58	float	
[3769]	0.0	0x20004F5C	float	
[3770]	0.0	0x20004F60	float	
[3771]	0.0	0x20004F64	float	
[3772]	0.0	0x20004F68	float	
[3773]	0.0	0x20004F6C	float	
[3774]	0.0	0x20004F70	float	
[3775]	0.0	0x20004F74	float	
[3776]	0.0	0x20004F78	float	
[3777]	0.0	0x20004F7C	float	
[3778]	0.0	0x20004F80	float	
[3779]	0.0	0x20004F84	float	
[3780]	0.0	0x20004F88	float	
[3781]	0.0	0x20004F8C	float	
[3782]	0.0	0x20004F90	float	
[3783]	0.0	0x20004F94	float	
[3784]	0.0	0x20004F98	float	
[3785]	0.0	0x20004F9C	float	
[3786]	0.0	0x20004FA0	float	
[3787]	0.0	0x20004FA4	float	
[3788]	0.0	0x20004FA8	float	
[3789]	0.0	0x20004FAC	float	
[3790]	0.0	0x20004FB0	float	
[3791]	0.0	0x20004FB4	float	
[3792]	0.0	0x20004FB8	float	
[3793]	0.0	0x20004FBC	float	
[3794]	0.0	0x20004FC0	float	
[3795]	0.0	0x20004FC4	float	
[3796]	0.0	0x20004FC8	float	
[3797]	0.0	0x20004FCC	float	
[3798]	0.0	0x20004FD0	float	
[3799]	0.0	0x20004FD4	float	
[3800]	0.0	0x20004FD8	float	
[3801]	0.0	0x20004FDC	float	
[3802]	0.0	0x20004FE0	float	
[3803]	0.0	0x20004FE4	float	
[3804]	0.0	0x20004FE8	float	
[3805]	0.0	0x20004FEC	float	
[3806]	0.0	0x20004FF0	float	
[3807]	0.0	0x20004FF4	float	
[3808]	0.0	0x20004FF8	float	
[3809]	0.0	0x20004FFC	float	
[3810]	0.0	0x20005000	float	
[3811]	0.0	0x20005004	float	
[3812]	0.0	0x20005008	float	
[3813]	0.0	0x2000500C	float	
[3814]	0.0	0x20005010	float	
[3815]	0.0	0x20005014	float	
[3816]	0.0	0x20005018	float	
[3817]	0.0	0x2000501C	float	
[3818]	0.0	0x20005020	float	
[3819]	0.0	0x20005024	float	
[3820]	0.0	0x20005028	float	
[3821]	0.0	0x2000502C	float	
[3822]	0.0	0x20005030	float	
[3823]	0.0	0x20005034	float	
[3824]	0.0	0x20005038	float	
[3825]	0.0	0x2000503C	float	
[3826]	0.0	0x20005040	float	
[3827]	0.0	0x20005044	float	
[3828]	0.0	0x20005048	float	
[3829]	0.0	0x2000504C	float	
[3830]	0.0	0x20005050	float	
[3831]	0.0	0x20005054	float	
[3832]	0.0	0x20005058	float	
[3833]	0.0	0x2000505C	float	
[3834]	0.0	0x20005060	float	
[3835]	0.0	0x20005064	float	
[3836]	0.0	0x20005068	float	
[3837]	0.0	0x2000506C	float	
[3838]	0.0	0x20005070	float	
[3839]	0.0	0x20005074	float	
[3840]	0.0	0x20005078	float	
[3841]	0.0	0x2000507C	float	
[3842]	0.0	0x20005080	float	
[3843]	0.0	0x20005084	float	
[3844]	0.0	0x20005088	float	
[3845]	0.0	0x2000508C	float	
[3846]	0.0	0x20005090	float	
[3847]	0.0	0x20005094	float	
[3848]	0.0	0x20005098	float	
[3849]	0.0	0x2000509C	float	
[3850]	0.0	0x200050A0	float	
[3851]	0.0	0x200050A4	float	
[3852]	0.0	0x200050A8	float	
[3853]	0.0	0x200050AC	float	
[3854]	0.0	0x200050B0	float	
[3855]	0.0	0x200050B4	float	
[3856]	0.0	0x200050B8	float	
[3857]	0.0	0x200050BC	float	
[3858]	0.0	0x200050C0	float	
[3859]	0.0	0x200050C4	float	
[3860]	0.0	0x200050C8	float	
[3861]	0.0	0x200050CC	float	
[3862]	0.0	0x200050D0	float	
[3863]	0.0	0x200050D4	float	
[3864]	0.0	0x200050D8	float	
[3865]	0.0	0x200050DC	float	
[3866]	0.0	0x200050E0	float	
[3867]	0.0	0x200050E4	float	
[3868]	0.0	0x200050E8	float	
[3869]	0.0	0x200050EC	float	
[3870]	0.0	0x200050F0	float	
[3871]	0.0	0x200050F4	float	
[3872]	0.0	0x200050F8	float	
[3873]	0.0	0x200050FC	float	
[3874]	0.0	0x20005100	float	
[3875]	0.0	0x20005104	float	
[3876]	0.0	0x20005108	float	
[3877]	0.0	0x2000510C	float	
[3878]	0.0	0x20005110	float	
[3879]	0.0	0x20005114	float	
[3880]	0.0	0x20005118	float	
[3881]	0.0	0x2000511C	float	
[3882]	0.0	0x20005120	float	
[3883]	0.0	0x20005124	float	
[3884]	0.0	0x20005128	float	
[3885]	0.0	0x2000512C	float	
[3886]	0.0	0x20005130	float	
[3887]	0.0	0x20005134	float	
[3888]	0.0	0x20005138	float	
[3889]	0.0	0x2000513C	float	
[3890]	0.0	0x20005140	float	
[3891]	0.0	0x20005144	float	
[3892]	0.0	0x20005148	float	
[3893]	0.0	0x2000514C	float	
[3894]	0.0	0x20005150	float	
[3895]	0.0	0x20005154	float	
[3896]	0.0	0x20005158	float	
[3897]	0.0	0x2000515C	float	
[3898]	0.0	0x20005160	float	
[3899]	0.0	0x20005164	float	
[3900]	0.0	0x20005168	float	
[3901]	0.0	0x2000516C	float	
[3902]	0.0	0x20005170	float	
[3903]	0.0	0x20005174	float	
[3904]	0.0	0x20005178	float	
[3905]	0.0	0x2000517C	float	
[3906]	0.0	0x20005180	float	
[3907]	0.0	0x20005184	float	
[3908]	0.0	0x20005188	float	
[3909]	0.0	0x2000518C	float	
[3910]	0.0	0x20005190	float	
[3911]	0.0	0x20005194	float	
[3912]	0.0	0x20005198	float	
[3913]	0.0	0x2000519C	float	
[3914]	0.0	0x200051A0	float	
[3915]	0.0	0x200051A4	float	
[3916]	0.0	0x200051A8	float	
[3917]	0.0	0x200051AC	float	
[3918]	0.0	0x200051B0	float	
[3919]	0.0	0x200051B4	float	
[3920]	0.0	0x200051B8	float	
[3921]	0.0	0x200051BC	float	
[3922]	0.0	0x200051C0	float	
[3923]	0.0	0x200051C4	float	
[3924]	0.0	0x200051C8	float	
[3925]	0.0	0x200051CC	float	
[3926]	0.0	0x200051D0	float	
[3927]	0.0	0x200051D4	float	
[3928]	0.0	0x200051D8	float	
[3929]	0.0	0x200051DC	float	
[3930]	0.0	0x200051E0	float	
[3931]	0.0	0x200051E4	float	
[3932]	0.0	0x200051E8	float	
[3933]	0.0	0x200051EC	float	
[3934]	0.0	0x200051F0	float	
[3935]	0.0	0x200051F4	float	
[3936]	0.0	0x200051F8	float	
[3937]	0.0	0x200051FC	float	
[3938]	0.0	0x20005200	float	
[3939]	0.0	0x20005204	float	
[3940]	0.0	0x20005208	float	
[3941]	0.0	0x2000520C	float	
[3942]	0.0	0x20005210	float	
[3943]	0.0	0x20005214	float	
[3944]	0.0	0x20005218	float	
[3945]	0.0	0x2000521C	float	
[3946]	0.0	0x20005220	float	
[3947]	0.0	0x20005224	float	
[3948]	0.0	0x20005228	float	
[3949]	0.0	0x2000522C	float	
[3950]	0.0	0x20005230	float	
[3951]	0.0	0x20005234	float	
[3952]	0.0	0x20005238	float	
[3953]	0.0	0x2000523C	float	
[3954]	0.0	0x20005240	float	
[3955]	0.0	0x20005244	float	
[3956]	0.0	0x20005248	float	
[3957]	0.0	0x2000524C	float	
[3958]	0.0	0x20005250	float	
[3959]	0.0	0x20005254	float	
[3960]	0.0	0x20005258	float	
[3961]	0.0	0x2000525C	float	
[3962]	0.0	0x20005260	float	
[3963]	0.0	0x20005264	float	
